id,one,two
5748,708,1170
5749,1232,1049
5750,574,774
5751,1209,1109
5752,471,126
5753,905,93
5754,627,397
5755,914,533
5756,1137,1111
5757,774,544
5758,1256,719
5759,592,1095
5760,376,143
5761,125,947
5762,130,1042
5763,723,317
5764,785,1017
5765,798,165
5766,503,892
5767,709,786
5768,245,888
5769,1063,769
5770,499,999
5771,480,311
5772,1303,1174
5773,1231,72
5774,624,594
5775,1220,74
5776,352,486
5777,211,1223
5778,870,164
5779,819,970
5780,215,281
5781,577,275
5782,738,1236
5783,704,563
5784,475,1189
5785,1173,874
5786,160,145
5787,451,787
5788,693,218
5789,908,752
5790,397,1124
5791,528,1103
5792,439,502
5793,104,618
5794,1317,61
5795,767,637
5796,830,185
5797,716,622
5798,276,833
5799,763,734
5800,718,544
5801,801,141
5802,1153,10
5803,195,625
5804,983,13
5805,1256,730
5806,472,755
5807,834,239
5808,89,257
5809,307,751
5810,184,112
5811,621,366
5812,1014,83
5813,1279,559
5814,1244,120
5815,672,5
5816,517,16
5817,900,474
5818,596,797
5819,962,1186
5820,1102,38
5821,387,338
5822,1233,29
5823,1311,284
5824,629,688
5825,1221,1222
5826,409,171
5827,774,1133
5828,190,849
5829,15,480
5830,552,888
5831,96,502
5832,397,989
5833,386,1305
5834,547,765
5835,454,1299
5836,1233,105
5837,720,65
5838,1213,992
5839,915,188
5840,495,681
5841,1088,611
5842,207,1002
5843,856,4
5844,799,405
5845,328,1278
5846,766,906
5847,439,454
5848,394,277
5849,1094,701
5850,1048,638
5851,623,258
5852,736,34
5853,58,1075
5854,859,1145
5855,580,245
5856,773,998
5857,170,499
5858,958,1099
5859,79,1070
5860,191,1294
5861,1063,175
5862,381,1176
5863,1070,1062
5864,379,1105
5865,801,1011
5866,721,369
5867,382,918
5868,235,1157
5869,594,492
5870,527,777
5871,848,143
5872,825,1301
5873,605,814
5874,16,1236
5875,590,845
5876,278,193
5877,90,1000
5878,589,974
5879,18,1294
5880,392,1290
5881,605,1249
5882,571,710
5883,707,1090
5884,356,1185
5885,1271,560
5886,1031,384
5887,786,499
5888,466,1134
5889,212,831
5890,886,628
5891,67,1118
5892,1309,1200
5893,804,809
5894,325,24
5895,836,1214
5896,73,298
5897,250,292
5898,637,357
5899,381,677
5900,1242,480
5901,394,646
5902,635,1007
5903,380,4
5904,1140,1224
5905,1045,1147
5906,1186,937
5907,198,76
5908,578,831
5909,620,989
5910,390,141
5911,790,1136
5912,588,942
5913,1002,615
5914,337,171
5915,700,431
5916,1191,558
5917,918,293
5918,113,362
5919,1032,869
5920,1227,1226
5921,1167,526
5922,710,1289
5923,626,650
5924,323,1136
5925,139,318
5926,945,878
5927,1055,121
5928,650,684
5929,763,1116
5930,386,414
5931,706,612
5932,336,1245
5933,603,7
5934,408,989
5935,277,1082
5936,1051,1163
5937,922,1288
5938,133,1187
5939,86,320
5940,337,53
5941,1008,583
5942,794,1218
5943,607,42
5944,142,816
5945,777,647
5946,929,1224
5947,1148,372
5948,1180,206
5949,1200,1045
5950,306,1086
5951,18,1111
5952,1108,215
5953,757,116
5954,439,1302
5955,1004,298
5956,1115,335
5957,902,1245
5958,923,1242
5959,341,1302
5960,1202,667
5961,267,1301
5962,571,905
5963,668,469
5964,852,351
5965,511,652
5966,410,710
5967,1318,907
5968,238,1261
5969,43,270
5970,568,853
5971,438,1019
5972,16,121
5973,1221,1143
5974,773,787
5975,1084,805
5976,784,872
5977,1255,978
5978,769,77
5979,100,929
5980,15,1003
5981,1306,1125
5982,569,636
5983,818,140
5984,773,398
5985,519,126
5986,762,995
5987,891,779
5988,731,783
5989,406,349
5990,989,390
5991,1318,875
5992,623,457
5993,365,970
5994,1315,1210
5995,801,189
5996,883,676
5997,868,29
5998,456,590
5999,798,486
6000,850,967
6001,854,558
6002,299,1313
6003,787,1103
6004,26,208
6005,1145,987
6006,210,1074
6007,1019,180
6008,187,701
6009,578,1106
6010,518,766
6011,649,517
6012,518,95
6013,953,1149
6014,446,590
6015,811,1259
6016,750,792
6017,738,106
6018,397,264
6019,964,357
6020,999,530
6021,1100,102
6022,199,31
6023,239,1059
6024,891,955
6025,1055,208
6026,431,422
6027,455,346
6028,1271,769
6029,516,1240
6030,1261,696
6031,360,1087
6032,405,1198
6033,822,673
6034,1188,944
6035,937,331
6036,104,1312
6037,220,1199
6038,207,1188
6039,1147,428
6040,4,1248
6041,420,1201
6042,201,426
6043,46,736
6044,598,969
6045,300,642
6046,219,487
6047,787,715
6048,657,955
6049,1309,293
6050,661,13
6051,360,970
6052,209,1143
6053,444,745
6054,414,1032
6055,1215,664
6056,614,54
6057,720,309
6058,389,159
6059,156,482
6060,1038,346
6061,1005,1132
6062,426,607
6063,460,853
6064,668,487
6065,829,561
6066,624,792
6067,549,857
6068,124,801
6069,573,860
6070,1052,1301
6071,1260,186
6072,579,882
6073,344,314
6074,416,731
6075,976,663
6076,950,558
6077,477,366
6078,686,506
6079,466,267
6080,12,255
6081,350,229
6082,912,934
6083,946,1116
6084,469,311
6085,1302,1026
6086,916,526
6087,1119,1294
6088,257,253
6089,520,55
6090,790,307
6091,408,527
6092,207,286
6093,902,978
6094,483,570
6095,984,1049
6096,1100,1025
6097,537,759
6098,1117,853
6099,91,1256
6100,992,707
6101,1259,200
6102,1149,1161
6103,456,339
6104,1019,840
6105,546,417
6106,822,850
6107,932,759
6108,564,782
6109,398,234
6110,1136,1036
6111,871,56
6112,772,219
6113,1204,1082
6114,1050,318
6115,1276,857
6116,743,11
6117,524,1239
6118,644,1173
6119,902,1021
6120,781,443
6121,1246,39
6122,139,467
6123,622,1301
6124,679,601
6125,65,208
6126,177,550
6127,159,1195
6128,129,1172
6129,1153,81
6130,433,514
6131,402,726
6132,136,350
6133,1225,1172
6134,311,795
6135,478,114
6136,1094,830
6137,41,175
6138,503,829
6139,882,458
6140,939,225
6141,395,1030
6142,818,753
6143,776,714
6144,936,455
6145,1021,138
6146,686,562
6147,916,416
6148,473,1026
6149,254,1059
6150,119,186
6151,100,657
6152,742,16
6153,470,1285
6154,268,136
6155,21,565
6156,1299,1105
6157,536,544
6158,594,1247
6159,1306,745
6160,1275,730
6161,1122,296
6162,380,554
6163,990,918
6164,1292,802
6165,968,481
6166,726,601
6167,518,374
6168,202,129
6169,1142,1264
6170,869,467
6171,1289,834
6172,547,12
6173,516,263
6174,64,1262
6175,984,641
6176,432,1123
6177,466,1281
6178,913,1044
6179,726,413
6180,704,1187
6181,971,352
6182,1184,440
6183,519,739
6184,230,1133
6185,1067,10
6186,1291,1290
6187,661,557
6188,705,684
6189,1149,268
6190,510,1276
6191,1118,1172
6192,938,509
6193,1227,1064
6194,859,1250
6195,1194,766
6196,1100,509
6197,931,1048
6198,552,799
6199,46,1044
6200,1049,50
6201,618,792
6202,798,859
6203,332,1146
6204,1165,1039
6205,613,1029
6206,1204,538
6207,565,55
6208,902,668
6209,200,1186
6210,249,745
6211,115,1141
6212,814,1216
6213,697,260
6214,1246,47
6215,367,1139
6216,221,228
6217,711,873
6218,137,780
6219,924,72
6220,895,1120
6221,936,328
6222,1218,272
6223,536,951
6224,472,1221
6225,345,1024
6226,96,711
6227,676,225
6228,726,1161
6229,235,392
6230,478,106
6231,650,711
6232,980,97
6233,62,889
6234,1046,226
6235,719,1099
6236,1192,1171
6237,45,54
6238,28,986
6239,486,1260
6240,447,1098
6241,319,1082
6242,303,999
6243,599,883
6244,439,683
6245,177,38
6246,169,888
6247,582,494
6248,301,654
6249,721,323
6250,653,665
6251,580,918
6252,857,263
6253,734,25
6254,1287,275
6255,114,229
6256,684,190
6257,48,24
6258,1189,1318
6259,422,448
6260,697,918
6261,290,1201
6262,1149,76
6263,719,501
6264,367,1049
6265,1217,1281
6266,715,550
6267,609,746
6268,940,898
6269,634,287
6270,836,123
6271,259,1015
6272,966,464
6273,798,728
6274,653,808
6275,732,217
6276,421,74
6277,821,393
6278,959,43
6279,1207,978
6280,463,1259
6281,571,6
6282,203,64
6283,828,92
6284,787,357
6285,457,849
6286,687,1038
6287,873,250
6288,388,244
6289,722,731
6290,815,895
6291,266,197
6292,479,614
6293,911,1148
6294,716,675
6295,1094,117
6296,723,340
6297,1100,1060
6298,80,952
6299,363,774
6300,495,167
6301,1046,1090
6302,1123,492
6303,648,1237
6304,842,1022
6305,82,570
6306,788,1291
6307,489,1179
6308,373,388
6309,571,153
6310,205,1241
6311,537,1306
6312,1059,413
6313,659,1151
6314,121,1036
6315,235,15
6316,787,324
6317,1258,717
6318,1126,874
6319,1197,1051
6320,1204,732
6321,492,747
6322,551,636
6323,510,1061
6324,635,325
6325,1092,336
6326,1112,957
6327,1026,973
6328,27,62
6329,420,1284
6330,396,1033
6331,903,783
6332,271,376
6333,13,964
6334,613,864
6335,118,1197
6336,463,413
6337,693,972
6338,375,42
6339,679,1259
6340,392,1159
6341,705,685
6342,164,283
6343,681,1067
6344,1306,79
6345,738,1055
6346,710,56
6347,87,40
6348,672,133
6349,656,147
6350,1224,625
6351,728,1095
6352,915,817
6353,495,176
6354,489,1310
6355,924,377
6356,65,926
6357,1185,849
6358,58,670
6359,1150,1278
6360,947,147
6361,1299,748
6362,507,1079
6363,317,1173
6364,50,582
6365,339,289
6366,516,504
6367,503,633
6368,410,30
6369,1126,427
6370,945,1157
6371,604,1268
6372,753,973
6373,73,428
6374,917,648
6375,89,1038
6376,700,134
6377,838,999
6378,526,180
6379,343,480
6380,1167,851
6381,750,991
6382,614,373
6383,1185,118
6384,439,410
6385,623,416
6386,641,1029
6387,405,655
6388,828,119
6389,221,932
6390,620,1025
6391,813,1314
6392,1272,1166
6393,966,347
6394,1191,55
6395,1040,140
6396,1033,1242
6397,885,216
6398,300,1181
6399,813,1127
6400,710,30
6401,946,806
6402,735,663
6403,381,1217
6404,62,444
6405,914,951
6406,1257,927
6407,898,355
6408,430,1234
6409,1131,941
6410,961,286
6411,536,515
6412,743,307
6413,754,49
6414,876,1207
6415,475,320
6416,1023,648
6417,715,191
6418,356,1101
6419,382,347
6420,92,227
6421,106,449
6422,983,182
6423,1062,899
6424,1244,1074
6425,716,718
6426,439,431
6427,432,971
6428,504,1073
6429,1315,847
6430,402,743
6431,297,370
6432,146,81
6433,265,250
6434,894,835
6435,1133,218
6436,716,715
6437,1219,98
6438,456,607
6439,433,927
6440,682,549
6441,447,122
6442,916,717
6443,490,23
6444,1153,769
6445,570,150
6446,204,50
6447,710,593
6448,630,126
6449,1246,1136
6450,93,1078
6451,576,349
6452,773,495
6453,600,687
6454,1004,53
6455,451,975
6456,502,817
6457,1244,893
6458,614,369
6459,1097,288
6460,676,153
6461,1226,1015
6462,733,59
6463,879,156
6464,879,752
6465,379,705
6466,117,242
6467,1167,831
6468,1032,279
6469,920,377
6470,798,842
6471,1148,220
6472,1189,1220
6473,1271,1026
6474,439,12
6475,1095,233
6476,930,1090
6477,57,478
6478,539,148
6479,153,207
6480,887,570
6481,192,486
6482,1037,278
6483,432,1184
6484,1007,1215
6485,393,1263
6486,130,1058
6487,983,713
6488,1172,835
6489,282,412
6490,631,1118
6491,545,259
6492,1175,748
6493,814,211
6494,1107,403
6495,231,1091
6496,8,699
6497,35,736
6498,1200,1203
6499,493,111
6500,1268,1296
6501,1094,134
6502,1280,1269
6503,459,520
6504,291,242
6505,1038,294
6506,566,1125
6507,1249,1102
6508,1085,1171
6509,810,200
6510,246,111
6511,1030,562
6512,923,169
6513,155,832
6514,919,1270
6515,1157,803
6516,804,522
6517,1218,125
6518,497,442
6519,321,621
6520,371,254
6521,371,1200
6522,489,741
6523,581,581
6524,545,1249
6525,1156,1245
6526,454,83
6527,897,850
6528,1097,348
6529,1267,850
6530,250,1139
6531,654,219
6532,1217,803
6533,300,49
6534,386,572
6535,1284,487
6536,484,418
6537,677,753
6538,733,739
6539,432,1315
6540,449,322
6541,806,230
6542,719,554
6543,469,2
6544,973,481
6545,1098,751
6546,369,259
6547,1214,832
6548,99,645
6549,486,65
6550,850,240
6551,870,862
6552,974,996
6553,1030,130
6554,97,20
6555,1104,914
6556,1070,442
6557,700,343
6558,1207,992
6559,188,18
6560,812,16
6561,852,1117
6562,245,681
6563,74,149
6564,971,967
6565,486,413
6566,134,844
6567,247,299
6568,380,1192
6569,940,1018
6570,452,201
6571,212,826
6572,466,9
6573,1264,355
6574,176,317
6575,426,681
6576,1131,36
6577,328,345
6578,241,87
6579,1279,315
6580,908,184
6581,344,667
6582,1285,630
6583,469,968
6584,707,1290
6585,513,188
6586,900,1124
6587,182,885
6588,201,779
6589,552,934
6590,28,301
6591,781,1000
6592,721,1235
6593,477,548
6594,1315,955
6595,403,23
6596,35,286
6597,73,99
6598,491,241
6599,435,1202
6600,418,248
6601,282,1000
6602,649,854
6603,796,1034
6604,1127,1150
6605,941,969
6606,883,1311
6607,827,860
6608,636,601
6609,613,277
6610,253,666
6611,990,380
6612,522,1246
6613,861,1221
6614,635,534
6615,999,172
6616,273,67
6617,516,1085
6618,57,1225
6619,916,216
6620,855,404
6621,21,331
6622,672,647
6623,341,533
6624,700,373
6625,342,79
6626,379,1219
6627,172,1165
6628,799,757
6629,790,1194
6630,888,419
6631,608,1039
6632,262,290
6633,983,974
6634,1053,276
6635,923,273
6636,572,597
6637,815,863
6638,1240,18
6639,748,869
6640,675,846
6641,537,369
6642,1162,583
6643,1294,770
6644,1263,69
6645,774,1005
6646,1238,1289
6647,500,420
6648,196,695
6649,1063,212
6650,686,1297
6651,887,936
6652,590,148
6653,660,253
6654,1222,1004
6655,1011,898
6656,1170,420
6657,987,1057
6658,1148,1214
6659,466,579
6660,425,870
6661,1171,150
6662,1283,290
6663,1160,87
6664,1247,295
6665,967,647
6666,696,261
6667,572,824
6668,891,756
6669,389,235
6670,1131,128
6671,532,1139
6672,890,1207
6673,55,486
6674,896,1171
6675,1117,298
6676,357,53
6677,472,1190
6678,146,130
6679,171,1181
6680,637,901
6681,247,685
6682,634,521
6683,762,427
6684,146,935
6685,585,1288
6686,756,1220
6687,594,414
6688,925,156
6689,335,69
6690,742,106
6691,668,762
6692,466,735
6693,9,361
6694,987,939
6695,246,759
6696,472,640
6697,61,1211
6698,163,588
6699,973,683
6700,978,507
6701,162,785
6702,890,169
6703,326,761
6704,1312,93
6705,777,643
6706,820,958
6707,716,954
6708,1271,315
6709,750,516
6710,749,1076
6711,709,253
6712,619,864
6713,242,956
6714,133,333
6715,460,427
6716,453,427
6717,417,675
6718,996,280
6719,391,1287
6720,206,612
6721,751,88
6722,806,710
6723,850,796
6724,536,646
6725,324,840
6726,1093,1079
6727,961,371
6728,661,1127
6729,404,311
6730,822,246
6731,904,534
6732,1099,64
6733,524,72
6734,382,692
6735,929,1192
6736,142,126
6737,131,67
6738,851,1285
6739,281,1150
6740,402,918
6741,1020,68
6742,1218,1206
6743,721,964
6744,628,907
6745,655,1303
6746,819,79
6747,107,82
6748,599,1311
6749,531,693
6750,571,745
6751,784,105
6752,710,538
6753,985,604
6754,602,7
6755,483,257
6756,661,1149
6757,806,193
6758,925,392
6759,1042,860
6760,369,157
6761,467,550
6762,710,1098
6763,332,827
6764,605,78
6765,37,247
6766,7,803
6767,816,135
6768,776,475
6769,353,149
6770,155,1286
6771,264,1314
6772,396,6
6773,756,1307
6774,702,55
6775,137,644
6776,257,1192
6777,1240,949
6778,837,704
6779,521,998
6780,918,1051
6781,485,17
6782,778,14
6783,450,619
6784,439,1227
6785,613,259
6786,241,396
6787,386,1006
6788,45,789
6789,230,298
6790,675,839
6791,990,724
6792,735,956
6793,1309,1308
6794,877,1136
6795,207,149
6796,193,1182
6797,117,1105
6798,107,985
6799,532,518
6800,299,589
6801,666,1156
6802,225,583
6803,473,325
6804,337,150
6805,459,1247
6806,1061,236
6807,189,966
6808,520,1209
6809,447,488
6810,87,65
6811,57,365
6812,803,173
6813,917,456
6814,473,1174
6815,873,243
6816,1018,384
6817,422,222
6818,646,305
6819,133,42
6820,254,223
6821,305,201
6822,721,401
6823,618,851
6824,1290,48
6825,587,89
6826,574,722
6827,1158,1006
6828,702,619
6829,902,802
6830,1142,1053
6831,1015,362
6832,984,1297
6833,1172,611
6834,527,758
6835,390,97
6836,622,294
6837,475,1169
6838,709,269
6839,723,811
6840,1263,483
6841,357,853
6842,900,217
6843,958,481
6844,65,1188
6845,951,1270
6846,466,418
6847,405,848
6848,181,283
6849,425,435
6850,654,941
6851,387,908
6852,1055,135
6853,454,315
6854,728,483
6855,1243,1279
6856,981,91
6857,528,790
6858,818,83
6859,919,519
6860,1272,1002
6861,462,937
6862,902,1224
6863,1274,106
6864,213,986
6865,918,94
6866,605,623
6867,459,559
6868,529,1181
6869,769,1161
6870,177,877
6871,9,491
6872,724,873
6873,935,159
6874,230,1140
6875,787,1208
6876,748,200
6877,189,1215
6878,916,594
6879,946,715
6880,45,959
6881,1246,108
6882,992,1020
6883,458,1220
6884,751,1196
6885,895,654
6886,389,692
6887,880,193
6888,317,1293
6889,818,277
6890,394,1133
6891,561,1024
6892,800,741
6893,677,648
6894,935,787
6895,761,407
6896,50,996
6897,836,960
6898,622,1162
6899,831,893
6900,327,140
6901,897,570
6902,107,1008
6903,473,1098
6904,972,622
6905,208,833
6906,1001,1041
6907,389,739
6908,239,645
6909,744,1312
6910,1032,1124
6911,546,8
6912,1097,1016
6913,716,896
6914,763,816
6915,446,287
6916,518,637
6917,1280,713
6918,975,671
6919,135,1235
6920,436,569
6921,633,98
6922,680,658
6923,489,57
6924,894,470
6925,434,728
6926,323,451
6927,1154,574
6928,394,554
6929,422,1203
6930,776,350
6931,682,884
6932,551,1156
6933,1312,573
6934,692,1080
6935,962,689
6936,686,386
6937,84,780
6938,815,292
6939,275,1085
6940,266,965
6941,190,1007
6942,1286,692
6943,500,973
6944,330,1178
6945,1073,1201
6946,387,292
6947,589,1286
6948,581,770
6949,623,919
6950,872,1252
6951,1051,272
6952,1003,810
6953,204,458
6954,574,918
6955,947,63
6956,271,211
6957,607,218
6958,129,1020
6959,22,952
6960,1252,223
6961,617,430
6962,76,283
6963,121,271
6964,896,699
6965,1258,1084
6966,401,1271
6967,1091,1087
6968,410,1085
6969,59,930
6970,749,383
6971,359,32
6972,285,845
6973,612,550
6974,506,506
6975,553,342
6976,115,156
6977,553,530
6978,964,1025
6979,1029,559
6980,313,325
6981,1135,1082
6982,635,458
6983,552,489
6984,1223,280
6985,30,1000
6986,683,1176
6987,513,1045
6988,985,1217
6989,377,263
6990,773,1161
6991,891,711
6992,661,695
6993,546,81
6994,118,58
6995,624,434
6996,509,1253
6997,207,1
6998,872,916
6999,402,5
7000,841,1255
7001,1042,997
7002,263,1078
7003,824,213
7004,254,1233
7005,497,246
7006,279,480
7007,528,364
7008,776,561
7009,743,492
7010,839,374
7011,507,1096
7012,463,1210
7013,417,556
7014,920,5
7015,1249,1139
7016,401,1153
7017,1290,40
7018,513,859
7019,56,1
7020,475,1132
7021,1036,76
7022,570,1237
7023,676,543
7024,631,491
7025,507,1085
7026,1149,1300
7027,212,207
7028,188,1001
7029,776,690
7030,790,470
7031,521,1219
7032,137,1264
7033,170,400
7034,519,618
7035,397,884
7036,872,637
7037,1099,208
7038,1055,574
7039,784,912
7040,133,1241
7041,542,1050
7042,484,1029
7043,1116,48
7044,762,19
7045,656,254
7046,1246,1152
7047,855,1022
7048,1108,492
7049,1027,1245
7050,1064,695
7051,513,138
7052,774,910
7053,830,72
7054,601,1233
7055,298,754
7056,839,262
7057,509,849
7058,466,11
7059,709,1217
7060,831,206
7061,520,377
7062,184,1210
7063,197,1025
7064,737,333
7065,826,642
7066,812,129
7067,781,862
7068,1133,493
7069,1123,1274
7070,520,776
7071,985,478
7072,1044,583
7073,835,501
7074,1039,878
7075,1224,1282
7076,144,1198
7077,141,446
7078,1221,162
7079,291,477
7080,749,936
7081,773,982
7082,1113,554
7083,310,158
7084,736,858
7085,382,770
7086,812,8
7087,700,824
7088,229,654
7089,104,1092
7090,1012,372
7091,172,969
7092,900,602
7093,615,625
7094,34,501
7095,636,502
7096,848,1162
7097,1114,120
7098,235,115
7099,575,580
7100,830,1307
7101,73,949
7102,631,460
7103,705,661
7104,624,311
7105,852,654
7106,409,260
7107,408,87
7108,820,9
7109,533,498
7110,731,591
7111,1015,1220
7112,1103,1268
7113,1214,360
7114,167,796
7115,806,650
7116,485,834
7117,763,438
7118,478,26
7119,971,401
7120,883,1217
7121,1178,1306
7122,789,248
7123,837,757
7124,776,524
7125,78,760
7126,657,336
7127,637,173
7128,815,90
7129,159,978
7130,826,74
7131,603,922
7132,24,316
7133,930,823
7134,1188,145
7135,513,928
7136,646,1252
7137,1220,483
7138,737,387
7139,49,268
7140,287,955
7141,883,245
7142,641,19
7143,491,99
7144,738,1006
7145,439,1187
7146,1283,310
7147,623,28
7148,1185,1098
7149,104,840
7150,561,910
7151,363,638
7152,447,589
7153,65,1298
7154,73,1175
7155,1,530
7156,706,1168
7157,438,1159
7158,636,502
7159,963,465
7160,790,743
7161,998,1152
7162,1227,446
7163,439,1283
7164,385,152
7165,1227,129
7166,780,1210
7167,878,1237
7168,858,874
7169,432,1130
7170,1024,17
7171,910,1247
7172,208,231
7173,626,52
7174,316,645
7175,850,313
7176,1129,1131
7177,725,253
7178,375,1206
7179,679,426
7180,599,497
7181,441,637
7182,905,580
7183,562,196
7184,1035,1078
7185,1154,687
7186,760,576
7187,523,608
7188,539,1169
7189,647,378
7190,142,614
7191,523,984
7192,1180,678
7193,383,269
7194,651,472
7195,894,57
7196,890,709
7197,1231,1088
7198,833,335
7199,394,205
7200,356,267
7201,383,285
7202,945,452
7203,661,407
7204,791,148
7205,520,993
7206,593,1011
7207,726,363
7208,849,1062
7209,883,480
7210,659,152
7211,973,969
7212,486,1282
7213,736,180
7214,493,1081
7215,1200,729
7216,131,863
7217,534,1166
7218,482,1152
7219,310,662
7220,1107,212
7221,566,1210
7222,62,1315
7223,1312,122
7224,441,510
7225,716,391
7226,110,61
7227,391,1060
7228,856,57
7229,855,358
7230,726,117
7231,709,361
7232,674,110
7233,764,978
7234,421,1248
7235,47,234
7236,124,1207
7237,879,818
7238,1169,548
7239,381,137
7240,388,898
7241,1227,339
7242,422,1089
7243,368,562
7244,746,533
7245,446,230
7246,163,1082
7247,929,1078
7248,70,267
7249,601,950
7250,1094,1284
7251,1102,437
7252,1256,1081
7253,960,33
7254,474,57
7255,637,977
7256,188,1191
7257,945,1158
7258,425,398
7259,433,1176
7260,710,51
7261,130,827
7262,564,954
7263,624,922
7264,842,139
7265,804,746
7266,1103,1263
7267,605,859
7268,902,1123
7269,766,151
7270,491,1056
7271,771,81
7272,803,242
7273,100,20
7274,345,591
7275,781,767
7276,1185,77
7277,417,574
7278,836,151
7279,305,368
7280,469,319
7281,160,404
7282,255,86
7283,740,759
7284,323,983
7285,1056,219
7286,734,53
7287,129,327
7288,108,715
7289,212,1103
7290,649,443
7291,256,236
7292,528,658
7293,452,806
7294,968,1158
7295,829,83
7296,801,1167
7297,914,276
7298,1266,72
7299,1274,200
7300,397,931
7301,477,1204
7302,932,213
7303,1053,1096
7304,408,546
7305,702,1239
7306,279,760
7307,555,1310
7308,371,559
7309,155,1110
7310,962,240
7311,539,855
7312,71,268
7313,1071,755
7314,1106,94
7315,692,1075
7316,651,149
7317,421,336
7318,593,95
7319,716,1107
7320,5,542
7321,627,1170
7322,476,869
7323,1227,940
7324,601,13
7325,385,316
7326,675,647
7327,781,750
7328,108,241
7329,837,587
7330,552,1284
7331,660,162
7332,513,487
7333,449,994
7334,1271,1099
7335,248,1197
7336,347,1013
7337,556,356
7338,666,152
7339,1155,403
7340,680,397
7341,984,76
7342,43,317
7343,177,644
7344,1245,685
7345,668,99
7346,1234,183
7347,151,898
7348,849,748
7349,1091,926
7350,1100,219
7351,246,1084
7352,688,680
7353,452,624
7354,472,1147
7355,585,343
7356,508,143
7357,1252,1059
7358,972,259
7359,1181,1044
7360,995,280
7361,572,960
7362,802,1308
7363,661,978
7364,1116,529
7365,100,34
7366,757,908
7367,1312,258
7368,1257,124
7369,1015,561
7370,904,833
7371,513,363
7372,973,1310
7373,165,1316
7374,449,277
7375,967,304
7376,1255,907
7377,352,193
7378,990,259
7379,491,832
7380,113,598
7381,382,867
7382,900,465
7383,395,455
7384,1129,1222
7385,964,973
7386,379,557
7387,709,787
7388,1144,1054
7389,794,221
7390,1277,1192
7391,676,434
7392,1286,34
7393,71,99
7394,1022,1110
7395,818,1316
7396,164,1269
7397,991,1160
7398,204,654
7399,876,1128
7400,587,1219
7401,1285,168
7402,497,961
7403,742,1172
7404,1187,1208
7405,492,238
7406,656,901
7407,564,511
7408,1133,54
7409,718,615
7410,807,420
7411,295,948
7412,876,701
7413,711,840
7414,321,795
7415,1106,1194
7416,599,1301
7417,532,942
7418,920,336
7419,758,748
7420,286,1012
7421,353,1277
7422,804,179
7423,497,148
7424,579,935
7425,176,766
7426,1242,831
7427,221,501
7428,205,186
7429,393,1245
7430,633,1153
7431,303,1029
7432,54,1080
7433,422,432
7434,897,201
7435,697,278
7436,98,131
7437,1116,565
7438,1045,1209
7439,179,1206
7440,192,792
7441,618,1058
7442,702,253
7443,934,378
7444,162,510
7445,1316,81
7446,1153,218
7447,1252,214
7448,18,969
7449,662,1192
7450,990,821
7451,459,510
7452,672,1227
7453,1009,320
7454,935,231
7455,1129,947
7456,1028,1201
7457,890,744
7458,813,1157
7459,388,199
7460,87,826
7461,471,156
7462,386,1088
7463,1279,582
7464,466,782
7465,493,911
7466,872,159
7467,356,612
7468,912,588
7469,29,898
7470,134,1104
7471,479,834
7472,1137,427
7473,409,1252
7474,1061,1084
7475,527,529
7476,962,721
7477,83,344
7478,321,706
7479,1182,1287
7480,340,563
7481,850,1129
7482,416,1094
7483,164,596
7484,769,542
7485,824,416
7486,85,294
7487,1114,219
7488,546,1246
7489,765,940
7490,714,1252
7491,724,751
7492,867,240
7493,1114,269
7494,246,1029
7495,737,389
7496,175,640
7497,391,1299
7498,326,58
7499,475,171
7500,1198,392
7501,419,939
7502,903,554
7503,216,1206
7504,386,1229
7505,980,911
7506,511,483
7507,1078,22
7508,679,1019
7509,184,1279
7510,633,1075
7511,203,964
7512,450,909
7513,947,178
7514,1153,40
7515,80,1060
7516,485,1297
7517,209,174
7518,248,13
7519,512,1008
7520,954,509
7521,987,1197
7522,686,536
7523,515,87
7524,990,938
7525,517,209
7526,258,115
7527,405,1267
7528,1230,1104
7529,882,911
7530,169,160
7531,709,865
7532,867,1199
7533,945,789
7534,577,317
7535,1023,867
7536,1039,817
7537,915,700
7538,1312,106
7539,1272,1264
7540,415,711
7541,382,745
7542,89,871
7543,452,851
7544,1252,57
7545,90,1284
7546,1311,257
7547,423,74
7548,192,1055
7549,279,346
7550,604,813
7551,233,1188
7552,147,782
7553,793,1058
7554,628,759
7555,830,823
7556,794,1252
7557,808,150
7558,415,436
7559,142,1096
7560,477,862
7561,447,201
7562,521,864
7563,251,809
7564,1281,648
7565,702,679
7566,243,654
7567,1179,1091
7568,1181,1195
7569,800,912
7570,1127,67
7571,1198,1238
7572,37,979
7573,200,126
7574,776,1056
7575,697,1067
7576,123,938
7577,494,849
7578,1259,957
7579,207,31
7580,1312,922
7581,153,803
7582,807,1256
7583,1158,183
7584,371,534
7585,724,115
7586,388,1186
7587,10,148
7588,9,346
7589,507,255
7590,852,554
7591,860,1159
7592,734,1134
7593,473,522
7594,207,84
7595,417,1293
7596,535,991
7597,900,985
7598,1042,328
7599,787,863
7600,536,367
7601,1267,881
7602,594,1137
7603,845,1206
7604,683,1027
7605,1086,355
7606,411,86
7607,1116,369
7608,98,209
7609,258,814
7610,1157,209
7611,1004,33
7612,622,821
7613,499,252
7614,452,119
7615,876,219
7616,1037,977
7617,1259,58
7618,556,405
7619,507,959
7620,804,185
7621,184,258
7622,491,951
7623,1195,1066
7624,751,802
