id,paragraph_lemmatized
975,весь тайна мир ты открыть но весь ж тосковать втихомолку слеза лить весь здесь не по твой вершиться воля быть мудрый довольный тем чем ты жить и опять небосвод неразгаданный тайна зажечься от коварство он ни махмуд ни аяз не спастись пить вино ибо вечный жизнь никто не дать кто из жизнь уйти тот увы никогда ве вернуться гласить завет прекрасный рай с любовь дева неземной а я в ответ отрадный я здесь виноградный сок хмельный брать наличность отказаться от неналичный расчёт
976,нельзя не согласиться что такой товарищ есть вредитель партия объективный враг пролетариат и должный быть немедленно изъять из руководство навсегда здесь у активист дрогнуть ослабеть сердце и он заплакать на областной бумага разве он видеть радость в последний время разве он есть или спасть вдосталь или любить хоть один бедняцкий девица он чувствовать себя как в бреда он сердце еле биться от нагрузка он лишь снаружи от себя стараться организовать счастие и хотя бы в перспектива заслужить районный пост отвечать паразит а то сейчас получить
977,передача кандидат избирательный объединение в цель достижение определённый результат на выборы денежный средство в крупный размер миновать соответствующий избирательный фонд или расходование в цель достижение определённый результат на выборы не перечисленный в избирательный фонд денежный средство в крупный размер или передача кандидат избирательный объединение в цель достижение определённый результат на выборы материальный ценность в крупный размер без компенсация за счёт средство соответствующий избирательный фонд или выполнение оплачивать работа реализация товар оказание платный услуга прямо или косвенно связанный с выбор и направить на получение определённый результат на выборы осуществить в крупный размер без оплата из соответствующий избирательный фонд или с оплата из соответствующий избирательный фонд по необоснованно занизить расценка или передача инициативный группа по проведение референдум иной группа участник референдум в цель достижение определённый результат на референдум денежный средство в крупный размер миновать соответствующий фонд референдум или расходование в цель достижение определённый результат на референдум не перечисленный в фонд референдум денежный средство в крупный размер или передача инициативный группа по проведение референдум иной группа участник референдум в цель достижение определённый результат на референдум материальный ценность в крупный размер без компенсация за счёт средство соответствующий фонд референдум или выполнение оплачивать работа реализация товар оказание платный услуга прямо или косвенно связанный с референдум и направить на выдвижение инициатива проведение референдум на достижение определённый результат на референдум осуществить в крупный размер без оплата из соответствующий фонд референдум или с оплата из соответствующий фонд референдум по необоснованно занизить расценка а также внесение пожертвование в крупный размер в избирательный фонд фонд референдум через подставной лицо в ред
978,по хилка по река заставить я лямка тянуть зело нужный ход она быть и поесть быть неколя нежели спать от водяной тягота человек изгибать и у я нога и живот синь быть два лето в вод бродить а зима чрез волочь волочилися на тот же хилка в третьый тонуть барка от берег оторвать вода людская стоять а мой ухватить да и понести жена и ребёнок остаться на берег а я с кормщик помчать вод быстрый переворачивать барка вверх бок и дно а я на она ползать а сам кричть владычица помозить
979,медведь начать гоняться за муха по весь улица муха лететь целое туча перемежаться с нестись снег отчего бывать муха когда зима настя задушить в рука жирный кулацкий муха подарить она медведь и сказать ещё а ты убить они как класс а то муха зимой быть а летом нет птица нечего есть стать медведь вдруг зарычать около прочный чистый изба и не хотеть идти далёкий забыть про муха и девочка бабий лицо уставиться в стекло окно и по стекло поползти жидкость слеза будто баба они держать весь время наготове
980,прушевский не мочь отойти от покойный лёгкий и горячий она некогда пройти мимо он он захотеть тогда себя смерть увидеть она уходить с опустить глаз она колебаться грустный тело и затем слушать ветер в унылый мир и тосковать о она побояться однажды настигнуть этот женщина это счастие в он юность он мочь быть оставить она беззащитный на весь жизнь и она умориться мучиться спрятаться сюда чтобы погибнуть от голод и печаль она лежалый сейчас навзничь так она повернуть чиклин для свой поцелуй верёвочка через темя и подбородок держать она уста сомкнутый длинный обнажённый нога быть покрыть густой пух почти шерсть вырасти от болезнь и бесприютность древний ожить сила превращать мёртвый ещё при она жизнь в обрастать шкура животный
981,чиклин с настя на рука войти в кузня елисей же остаться постоять снаружи кузнец качать мех воздух в горн а медведь бить молотый по раскалить железный полоса на наковальня скорее миша а то мы с ты ударный бригада но медведь и без тот настолько усердно стараться что пахнуть палёный шерсть сгорать от искра металл а медведь это не чувствовать медведь перестать колотить и отоидти выпить от жажда полвёдро вода утерять затем свой утомлённый пролетарский лицо медведь плюнуть в лапа и снова приступить к труд молотобоец
982,федеральный закон от 2003 162 фз часть два в ред федеральный закон от 2001 192 фз 3 деяние предусмотренный часть один или два настоящий статья совершенный в особо крупный размер группа лицо по предварительный сговор или организовать группа наказываться штраф в размер от сто тысяча до пятьсот тысяча рубль или в размер заработный плата или иной доход осудить за период от один год до три год либо лишение свобода на срок до три год с лишение право занимать определённый должность или заниматься определённый деятельность на срок до три год или без таковой
983,взять бы хоть лопата поточить не мочь никита я теперь ни в что не верить ответить жачев в это утро два день ты же видеть что я урод империализм а коммунизм это детский дело за то я и настя любить пойти сейчас на прощание товарищ пашкин убить и жачев уползти в город более уже никогда не возвратиться на котлован в полдень чиклин начать копать для настя специальный могила он рыло она пятнадцать часы подряд чтоб она быть глубокий и в нея не суметь бы проникнуть ни червь ни корень растение ни тепло ни холод и чтоб ребёнок никогда не побеспокоить шум жизнь с поверхность земля
984,так я попужать и реча ми по толик страдание погубнуть хощесть блюдися да не полма рассечь тя я и к обедня не пойти и обедать к князь прийти и весь подробнуть имя возвестить боярин миленький князь иван андрей хилковы плакать стать и я окаянный много столько божий благодеяние забыть егда в даур я быть на рыбный промысл к ребёнок по лёд зима по озеро бежать на базлука 77 там снег не жить мороз велик жить и лёд толстый замерзать близко человек толщина пить я захотеться и гараздо от жажда томить итти не мочь среди озеро стать вода добыть нельзя озеро верста с восьмить стать на небо взирать говорить господь источивый из каменя в пустынь человек вода жаждать израиль тогда и днесь ты еси
985,подумать архиепископ с я по правило за вина кровосмешение стать струна проклинать в неделя православие в церква большой тот же бекетов пётр пришед в церковь бранить архиепископ и я и в тот час из церковь пошед взбеситься к двор свой идучить и умре горький смертие зло и мы с владыка приказать тело ево среди улица собака бросить да же гражданин оплачть согрешение он а сам три день прилежень стужать 41 божество да же в день век отпуститься он жалеть струна такова себя пагуба приять и по три днех владыка и мы сам честень тело он погрести
986,освобождение от отбывание наказание 1 лицо отбывать содержание в дисциплинарный воинский часть или лишение свобода подлежать освобождение если суд быть признать что для свой исправление оно не нуждаться в полный отбывание назначить суд наказание при это лицо мочь быть полностью или частично освободить от отбывание дополнительный вид наказание федеральный закон от 2003 162 фз 2 применять освобождение суд мочь возложить на осудить обязанность предусмотренный частью пять статья 73 настоящий кодекс который должный имя исполняться в течение остаться не отбыть часть наказание
987,федеральный закон от 2004 73 фз 3 если несовершеннолетний достигнуть возраст предусмотренный часть один или два настоящий статья но вследствие отставание в психический развитие не связанный с психический расстройство в время совершение общественно опасный деяние не мочь в полный мера осознавать фактический характер и общественный опасность свой действие бездействие либо руководить они он не подлежать уголовный ответственность не подлежать уголовный ответственность лицо который в время совершение общественно опасный деяние находиться в состояние невменяемость то есть не мочь осознавать фактический характер и общественный опасность свой действие бездействие либо руководить они вследствие хронический психический расстройство временной психический расстройство слабоумие либо иной болезненный состояние психика
988,федеральный закон от 2003 162 фз статья 185 злостный уклонение от предоставление инвестор или контролировать орган информация определённый законодательство российский федерация о ценный бумага ввести федеральный закон от 2002 23 фз злостный уклонение от предоставление информация содержимый дать о эмитент о он деятельность и ценный бумага сделка и иной операция с ценный бумага лицо обязать обеспечить указанный информация инвестор или контролировать орган либо предоставление заведомо неполный или ложный информация если этот деяние причинить крупный ущерб гражданин организация или государство наказываться штраф в размер до триста тысяча рубль или в размер заработный плата или иной доход осудить за период до два год либо обязательный работа на срок от сто восемьдесят до двести сорок часы либо исправительный работа на срок от один год до два год
989,кто дать судия между я и ты когда воровать и ты я так не оскорблять а ныне не вем чтo согрешить быдтый добрый человек другой фарисей с говенный рожа с владыка судитце захотеть аще иев и говорить так да он праведный непорочный а се и писание не разуметь вне закон в страна варварстый от тварь бог познать а я первое грешный два на закон почивать и писание отвсюду подкреплять яко многий скорбьмить подобать мы внить в царство небесный а на такой безумие прийти
990,а я говорить христос я пронести и пречистый богородица провести я не бояться никовый одново бояться христос тажа в москва приехать и яко ангел божий прияша мя государь и боярить весь я ради к федора ртищево зайти он сам из полатка выскочить к я благословиться от я и учали говорить три день и три нощь домой я не отпустить и потом царь о я известить государь я тотчас к рука поставить велеть и слово милостивый говорить здорово протопоп жить
991,всесвятой троица бог и содетель всего мир поспешить и направить сердце мой начать с разум и кончать дел благой яже ныне хостить глаголати аз недостойный разуметь же свой невежество припадать молить ти ся и ёж от ты помощь просить управить ум мой и утвердить сердце мой приготовитися на творение добрый дело да добрый дел просвещённый на судищий десный 2 ти страна причастник быть с весь избранный твой и ныне владыкий благословить да воздохнуть от сердце и язык возглаголь дионисий ареопагит о божественный именех что есть бог присносущный имя истинный ёж есть близостный и что виновный сиречь похвальный
992,там он начать тщательно работать над выдумать часть общепролетарский дом чтобы ощущать предмет и позабыть человек в свой воспоминание час через два вощев принести он образец грунт из разведочный скважина наверно он знать смысл природный жизнь тихо подумать вощев о прушевский и томить свой последовательный тоска спросить а вы не знаете отчего устроиться весь мир прушевский задержаться внимание на вощева неужели онитоже быть интеллигенция неужели наскапитализм родить двоешка бог мой какой у он уже теперь скучный лицо не знать ответить прушевский
993,федеральный закон от 2003 162 фз наказываться лишение свобода на срок до пять год о судебный практика по дело о нарушение правило пожарный безопасность уничтожение или повреждение имущество путём поджог либо в результат неосторожный обращение с огонь сантиметр постановление пленум верховный суд рф от 2002 14 уничтожение или повреждение имущество по неосторожность в ред федеральный закон от 2003 162 фз уничтожение или повреждение чужое имущество в крупный размер совершенный путём неосторожный обращение с огонь или иной источник повышенный опасность наказываться штраф в размер до сто двадцать тысяча рубль или в размер заработный плата или иной доход осудить за период до один год либо исправительный работа на срок от один год до два год либо ограничение свобода на срок до три год либо лишение свобода на срок до один год
994,преступление в сфера экономический деятельность статья 169 воспрепятствование законный предпринимательский или иной деятельность в ред федеральный закон от 2002 72 фз 1 неправомерный отказ в государственный регистрация индивидуальный предприниматель или юридический лицо либо уклонение от они регистрация неправомерный отказ в выдача специальный разрешение лицензия на осуществление определённый деятельность либо уклонение от он выдача ограничение право и законный интерес индивидуальный предприниматель или юридический лицо в зависимость от форма а равно незаконный ограничение самостоятельность либо иной незаконный вмешательство в деятельность индивидуальный предприниматель или юридический лицо если этот деяние совершить должностной лицо с использование свой служебный положение в ред
995,федеральный закон от 2003 162 фз 3 незаконный получение лицо выполнять управленческий функция в коммерческий или иной организация деньга ценный бумага иной имущество а равно незаконный пользование услуга имущественный характер за совершение действие бездействие в интерес давать в связь с занимать это лицо служебный положение наказываться штраф в размер от сто тысяча до триста тысяча рубль или в размер заработный плата или иной доход осудить за период от один год до два год либо лишение право занимать определённый должность или заниматься определённый деятельность на срок до два год либо ограничение свобода на срок до три год либо лишение свобода на срок до три год
996,деяние предусмотренный часть один или два настоящий статья совершенный лицо с использование свой служебный положение наказываться штраф в размер от сто тысяча до триста тысяча рубль или в размер заработный плата или иной доход осудить за период от один год до два год либо лишение свобода на срок до четыре год с лишение право занимать определённый должность или заниматься определённый деятельность на срок до три год или без таковой федеральный закон от 2003 162 фз статья 295 посягательство на жизнь лицо осуществлять правосудие или предварительный расследование посягательство на жизнь судья присяжный заседатель или иной лицо участвовать в отправление правосудие прокурор следователь лицо производить дознание защитник эксперт специалист судебный пристав судебный исполнитель а равно они близкие в связь с рассмотрение дело или материал в суд производство предварительный расследование либо исполнение приговор решение суд или иной судебный акт совершенный в цель воспрепятствование законный деятельность указанный лицо либо из месть за такой деятельность в ред
997,деяние предусмотренный часть два или три настоящий статья совершенный организовать группа наказываться лишение свобода на срок от десять до пятнадцать год с штраф в размер до один миллион рубль или в размер заработный плата или иной доход осудить за период до пять год либо без таковой федеральный закон от 2004 73 фз статья 175 приобретение или сбыт имущество заведомо добыть преступный путём 1 заранее не обещать приобретение или сбыт имущество заведомо добыть преступный путём наказываться штраф в размер до сорок тысяча рубль или в размер заработный плата или иной доход осудить за период до три месяц либо обязательный работа на срок от сто восемьдесят до двести сорок часы либо исправительный работа на срок от один год до два год либо лишение свобода на срок до два год
998,и в то время пища довольно прислать а опосле товый вскоре хотеть я пытать слушай за что отпускать он сын своевый еремей в мунгальский царство воевать казаков с он 72 человек да иноземцов 20 человек и заставить иноземец шаманить сиречь гадать удастлисить имя и с победа ли быть домой волхв же тот мужик близ мой зимовье привести баран живов в вечер и учалый над он волхвовать вертеть ево много и голова прочь отвертеть и прочь отбросить и начать скакать и плясать и бес призывать и много кричать о земля удариться и пена из рот пошлый
999,активист представить чиклин что этот дворовый элемент есть смертельный вредитель сафронов и козлов но теперь он заметить свой скорбь от организовать движение на он и сам прийти сюда лечь на стол между покойный и лично умереть весь равно бы я он обнаружить через полчаса сказать активист у мы стихия сейчас нет ни капля деться никто некуда а ещё один лишний лежать тот я закончить объяснить чиклин думать что стервец явиться и просить удар я он дать а он ослабнуть
1000,ходатайство подаваться через администрация учреждение осуществлять принудительный лечение вне зависимость от время последний освидетельствование при отсутствие основание для прекращение применение или изменение принудительный мера медицинский характер администрация учреждение осуществлять принудительный лечение представлять в суд заключение для продление принудительный лечение первое продление принудительный лечение мочь быть произвести по истечение шесть месяц с момент начало лечение в последующий продление принудительный лечение производиться ежегодно федеральный закон от 2001 26 фз 3 изменение или прекращение применение принудительный мера медицинский характер осуществляться суд в случай такой изменение психический состояние лицо при который отпадать необходимость в применение ранее назначить мера либо возникать необходимость в назначение иной принудительный мера медицинский характер
1001,ведь пьющий утром вино не тосковать о рай не бояться и адский огонь когда фиалка лить благоухание и веять ветер вешний дыхание мудрец кто пить с возлюбить вино разбить о камень чаша покаяние расстилатель ковровый служить ветер весна мы сегодня без вино и цветок весь мир не нужный мы сегодня всеять община пить сегодня вино мудрец кровь лоза и сокровище роза дать мы сегодня утро сыпать из облако розовый лепесток будто на земля сыпаться роза из рука чаша лилия розовый я наполнять вино ибо с небо жасмина слетать на берег река
1002,федеральный закон от 2003 162 фз 2 то же деяние повлечь по неосторожность смерть человек в ред федеральный закон от 2003 162 фз наказываться ограничение свобода на срок до пять год или лишение свобода на срок до пять год с лишение право занимать определённый должность или заниматься определённый деятельность на срок до три год или без таковой федеральный закон от 2003 162 фз 3 деяние предусмотренный частью один настоящий статья повлечь по неосторожность смерть два или более лицо наказываться лишение свобода на срок до семь год с лишение право занимать определённый должность или заниматься определённый деятельность на срок до три год или без таковой
1003,кафельный завод быть в травянистый переулок по который насквозь никто не проходить потому что он упираться в глухой стен кладбище здание завод теперь стать ниже ибо постепенно врастать в земля и безлюдно быть на он двор но один неизвестный старичок ещё находиться здесь он сидеть под навес для сырьё и чинить лапоть видно собираться отправляться в они обратно в старина что ж тут такой есть тут дорогой человек констервация советский власть сильный а здешний машина тщедушный она и не угождать да я теперь почти что весь равно уж самый малость остаться дышать
1004,я подметать борода порог кабаков проститься и с добром и зло великое два мир пусть оба мир упасть ты они в я найти когда лежать мертвецк пьяный в один из погребок ты расставлять западня на весь путь мой грозить убить коль попасться я вдруг в один из они а тот кто в они попасть бунтовщик ты звать и убивать они уходить как бывать в обитель год пусть смеяться лишь тот уходящим вслед кто прожить собираться тысяча год чтоб до седой волос дожить есть мудрость не мало я смочь познать лишь два из они я в жизнь они хватать уж хороший голодать чем что попасть есть и хороший один чем вместе с кто попасть
1005,дать розовый я вино как цвета твой ланита запутанный мой извилистый путь как локон твой сперва мой ум по небо блуждать скрижаль калам и рай и ада искать сказать я разум рай и ада с ты весь ты нести в себя что алкать здесь я чаша вино и струна золотой в рай ты метить но это приманка пустой слово о рай и ада не слушай мудрец быть мой приход не по мой вина и мой уход не по мой вина
1006,яздать премудрый нога мы и рука крепкий давать хранить имя твой лютый враг в довольство в радость жить пусть фляга винный мой ислам не освятить из тыква сделать она а тыква разрешить плод коль на дега у ты один лепёшка есть и в сила ты кувшин вода себя привесть что за нужда ты презренный подчиняться и низкий угождать свой терять честь око если ты не слепо видеть ряд надгробие старинный этот мир соблазн полный топить весь в смятенный пучина полководец падишах в земля тёмный погрузиться
1007,сдерживать сила свой инициатива неподвижно стоялый активист среди всеобщий тишина колхоз и он подручный товарищ глядеть на он смолкнуть уста не знать куда имя двинуться чиклин и вощев выйти с оргдвор и отправиться искать мёртвый инвентарь чтобы увидеть он годность пройти некоторый расстояние они остановиться на путь потому что с правый сторона улица без труд человек открыться один ворот и через они стать выходить спокойный лошадь ровный шагом не опускать гол к расти пища на земля лошадь сплотить масса миновать улица и спуститься в овраг в который содержаться вод
1008,при признание рецидив преступление не учитываться а судимость за умышленный преступление небольшой тяжесть б судимость за преступление совершенный лицо в возраст до восемнадцать год в судимость за преступление осуждение за который признаваться условный либо по который предоставляться отсрочка исполнение приговор если условный осуждение или отсрочка исполнение приговор не отменяться и лицо не направляться для отбывание наказание в место лишение свобода а также судимость снятой или погасить в порядок установленный статья 86 настоящий кодекс рецидив преступление влечь более строгий наказание на основание и в предел предусмотренный настоящее кодекс
1009,и она прислониться к телега озаботить упущение вощев прибыть на подвод из неизвестный место тронуть лошадь чтобы ехать обратно в то пространство где он быть оставить блюсти девочка жачева чиклин пойти шагом за удалиться телега до самый глубина лунный ночь он идти вдаль изредка в боков овражный сторона гореть укромный огонь неизвестный жилища и там же заунывно брехать собака мочь быть они скучать а мочь быть замечать въезжать командировать человек и пугаться они впереди чиклин весь время ехать подвод с гроб и он не отрываться от нея
1010,федеральный закон от 2003 162 фз примечание лицо совершить преступление предусмотренный настоящий статья освобождаться от уголовный ответственность если оно добровольный и своевременный сообщение орган власть или иной способ способствовать предотвращение осуществление акт терроризм либо пресечение указанный в настоящий статья преступление террористический характер и если в действие это лицо не содержаться иной состав преступление захват или удержание лицо в качество заложник совершенный в цель понуждение государство организация или гражданин совершить действие или воздержаться от совершение действие как условие освобождение заложник наказываться лишение свобода на срок от пять до десять год
1011,штраф есть денежный взыскание назначать в предел предусмотренный настоящее кодекс федеральный закон от 2003 162 фз 2 штраф устанавливаться в размер от два тысяча пятьсот до один миллион рубль или в размер заработный плата или иной доход осудить за период от два неделя до пять год штраф в размер от пятьсот тысяча рубль или в размер заработный плата или иной доход осудить за период свыше три год мочь назначаться только за тяжкий и особо тяжкий преступление в случай специально предусмотренный соответствующий статья особенный часть настоящий кодекс федеральный закон от 2003 162 фз 3
1012,потом приехать архиепископ с москва и правильный вина ево струна на чепь посадить за сей некий человек с дочь кровосмешение сотворить а он струна полтина възява и не наказать мужик отпустить и владыкий ево сковать приказать и мой дело тут же помянуть он же струна уйти к воевода в приказ и сказать слово и дело государев на я воевода отдать ево сын боярский хороший петра бекетов за пристать увы погибель на двор петра пришлый ещё же и душа мой горе тут есть
